start_date,date,start_time,end_date,end_time,latitude,longitude,temperature,windDirection,windSpeed,windGust,humidity,pressure,cloudiness,dewpointTemperature,precipitation,probability_of_intensity_of_rain,rain_intensity
2024-03-22T18:00:00Z,9/27/2024,18:00:00,2024-03-23T00:00:00Z,0:00:00,53.27,-9.04,,,,,,,,,0,0,LightCloud
2024-03-23T06:00:00Z,9/28/2024,6:00:00,2024-03-23T06:00:00Z,6:00:00,53.27,-9.04,7,301.4,7,12.1,72.6,1014.9,35.7,2.3,,0,
2024-03-23T00:00:00Z,9/29/2024,0:00:00,2024-03-23T06:00:00Z,6:00:00,53.27,-9.04,,,,,,,,,0,0,LightCloud
2024-03-23T12:00:00Z,9/30/2024,12:00:00,2024-03-23T12:00:00Z,12:00:00,53.27,-9.04,9.1,314.7,9,14.4,55.6,1017.9,19.2,0.6,,0,
2024-03-23T06:00:00Z,10/1/2024,6:00:00,2024-03-23T12:00:00Z,12:00:00,53.27,-9.04,,,,,,,,,0,0,LightCloud
2024-03-23T18:00:00Z,10/2/2024,18:00:00,2024-03-23T18:00:00Z,18:00:00,53.27,-9.04,7.9,321.1,5.7,14.6,65,1020.3,35.1,1.6,,0,
2024-03-23T12:00:00Z,10/3/2024,12:00:00,2024-03-23T18:00:00Z,18:00:00,53.27,-9.04,,,,,,,,,0,0,LightCloud
2024-03-24T00:00:00Z,10/4/2024,0:00:00,2024-03-24T00:00:00Z,0:00:00,53.27,-9.04,5.3,319,3.4,9.9,82.6,1023.7,3.3,2.4,,0,
2024-03-23T18:00:00Z,10/5/2024,18:00:00,2024-03-24T00:00:00Z,0:00:00,53.27,-9.04,,,,,,,,,0,0,Sun
2024-03-24T06:00:00Z,10/6/2024,6:00:00,2024-03-24T06:00:00Z,6:00:00,53.27,-9.04,3.5,258.8,0.8,8.8,89.4,1025.6,4.9,1.8,,0,
2024-03-24T00:00:00Z,10/7/2024,0:00:00,2024-03-24T06:00:00Z,6:00:00,53.27,-9.04,,,,,,,,,0,0,Sun
2024-03-24T12:00:00Z,10/8/2024,12:00:00,2024-03-24T12:00:00Z,12:00:00,53.27,-9.04,9.5,226.8,2.2,11.1,60.9,1026.4,82.6,2.2,,0,
2024-03-24T06:00:00Z,10/9/2024,6:00:00,2024-03-24T12:00:00Z,12:00:00,53.27,-9.04,,,,,,,,,0,0,PartlyCloud
2024-03-24T18:00:00Z,10/10/2024,18:00:00,2024-03-24T18:00:00Z,18:00:00,53.27,-9.04,8.4,250.7,1.6,11.9,69,1024,98.8,2.9,,0,
2024-03-24T12:00:00Z,10/11/2024,12:00:00,2024-03-24T18:00:00Z,18:00:00,53.27,-9.04,,,,,,,,,0,0,Cloud
2024-03-25T00:00:00Z,10/12/2024,0:00:00,2024-03-25T00:00:00Z,0:00:00,53.27,-9.04,7.1,175.7,5.5,9.7,72.7,1020,98.8,2.4,,0,
2024-03-24T18:00:00Z,10/13/2024,18:00:00,2024-03-25T00:00:00Z,0:00:00,53.27,-9.04,,,,,,,,,0,0,Cloud
2024-03-25T06:00:00Z,10/14/2024,6:00:00,2024-03-25T06:00:00Z,6:00:00,53.27,-9.04,9.4,201.8,6.7,9.4,92.5,1015.3,98.8,8.3,,0,
2024-03-25T00:00:00Z,10/15/2024,0:00:00,2024-03-25T06:00:00Z,6:00:00,53.27,-9.04,,,,,,,,,3.3,0,LightRain
2024-03-25T12:00:00Z,10/16/2024,12:00:00,2024-03-25T12:00:00Z,12:00:00,53.27,-9.04,11,231.3,7,11.7,93.6,1015.1,98.8,10,,0,
2024-03-25T06:00:00Z,10/17/2024,6:00:00,2024-03-25T12:00:00Z,12:00:00,53.27,-9.04,,,,,,,,,3.8,0,LightRain
2024-03-25T18:00:00Z,10/18/2024,18:00:00,2024-03-25T18:00:00Z,18:00:00,53.27,-9.04,10,245.9,3.5,12.2,83,1016.4,98.8,7.2,,0,
2024-03-25T12:00:00Z,10/19/2024,12:00:00,2024-03-25T18:00:00Z,18:00:00,53.27,-9.04,,,,,,,,,0.8,0,Drizzle
2024-03-26T00:00:00Z,10/20/2024,0:00:00,2024-03-26T00:00:00Z,0:00:00,53.27,-9.04,7.1,200.4,1.3,10.1,95.6,1017.3,98.8,6.4,,0,
2024-03-25T18:00:00Z,10/21/2024,18:00:00,2024-03-26T00:00:00Z,0:00:00,53.27,-9.04,0,0,0,0,0,0,0,0,0,0,Cloud
